snapshot_id,product_id,snapshot_date,quantity_start_of_day,quantity_received,quantity_shipped,backorder_quantity,in_transit_quantity
17185,53,2024-08-20,502,131,126,40,127
17186,5,2024-12-14,792,164,115,3,6
17187,24,2024-08-14,823,134,55,30,164
17188,87,2024-05-14,980,89,0,15,125
17189,99,2024-01-31,939,120,51,10,76
17190,22,2024-05-27,815,181,114,39,192
17191,46,2024-11-25,196,186,84,27,58
17192,51,2024-09-23,620,3,19,33,42
17193,54,2024-05-05,410,155,99,33,108
17194,9,2024-03-12,196,123,115,14,115
17195,73,2024-09-07,726,68,9,19,5
17196,70,2024-08-11,594,99,38,5,48
17197,41,2024-01-16,520,3,7,12,58
17198,66,2024-08-24,932,60,56,16,43
17199,86,2024-09-29,706,28,21,40,75
17200,39,2024-04-29,704,198,2,21,124
17201,91,2024-09-12,338,115,133,2,81
17202,35,2024-02-05,410,170,32,15,68
17203,17,2024-02-06,880,172,121,34,3
17204,35,2024-10-28,472,158,25,7,185
17205,29,2024-01-14,994,148,3,49,95
17206,92,2024-05-09,218,128,22,32,121
17207,59,2024-06-19,468,161,90,17,34
17208,95,2024-04-26,387,118,88,16,58
17209,47,2024-02-23,568,76,65,26,144
17210,80,2024-09-09,788,8,12,3,123
17211,11,2024-02-04,942,54,29,31,195
17212,23,2023-12-23,373,30,22,31,171
17213,47,2024-10-19,40,168,64,6,53
17214,76,2024-10-25,347,196,118,43,45
17215,61,2024-10-10,675,140,63,23,32
17216,66,2024-06-15,415,49,79,29,135
17217,6,2024-12-03,982,193,16,36,56
17218,30,2024-09-26,102,57,126,43,7
17219,46,2024-04-13,178,59,52,13,44
17220,67,2024-06-25,131,75,4,47,20
17221,70,2024-01-12,326,46,150,37,187
17222,43,2024-08-13,869,151,80,36,168
17223,55,2024-06-09,197,25,32,50,86
17224,5,2024-01-14,317,142,81,31,99
17225,6,2024-02-15,107,195,6,4,94
17226,34,2024-04-24,282,0,91,3,90
17227,69,2024-07-28,22,166,125,40,189
17228,90,2024-06-19,675,157,6,8,19
17229,30,2024-08-24,32,1,88,24,54
17230,82,2024-05-19,573,136,39,16,73
17231,56,2023-12-22,508,165,130,38,173
17232,29,2024-11-14,207,43,149,37,53
17233,95,2024-09-25,152,156,107,47,159
17234,85,2024-01-18,895,176,63,34,19
17235,33,2024-09-23,702,139,51,46,116
17236,10,2024-04-16,157,3,80,21,70
17237,26,2024-01-06,569,180,96,38,193
17238,38,2024-06-02,396,96,144,16,59
17239,33,2024-01-21,653,49,65,38,45
17240,73,2024-07-13,682,7,14,39,26
17241,73,2024-01-22,70,55,56,8,85
17242,90,2024-04-15,7,180,96,47,182
17243,67,2024-06-14,723,77,59,26,142
17244,23,2024-07-06,993,124,111,18,69
17245,64,2024-01-28,718,37,149,40,172
17246,11,2024-11-13,884,34,68,32,92
17247,95,2024-02-05,920,194,60,18,168
17248,7,2024-10-01,546,120,98,48,140
17249,95,2024-09-17,354,190,71,5,21
17250,19,2024-08-24,807,169,69,21,142
17251,34,2023-12-20,294,132,32,0,2
17252,88,2024-08-18,832,11,113,41,102
17253,49,2024-04-01,311,196,15,49,28
17254,35,2024-10-30,912,97,137,5,71
17255,76,2024-05-30,626,114,69,43,169
17256,27,2024-06-13,653,179,58,20,96
17257,18,2024-10-12,149,11,92,41,188
17258,96,2024-08-03,978,58,13,49,140
17259,31,2024-12-04,667,128,122,9,121
17260,13,2024-08-26,167,119,58,36,19
17261,98,2024-09-27,792,141,92,28,164
17262,25,2024-08-26,544,192,28,17,89
17263,45,2024-03-13,813,190,111,14,68
17264,4,2024-11-15,770,181,93,29,80
17265,70,2024-11-24,918,115,148,1,12
17266,43,2024-10-06,873,57,148,50,184
17267,44,2024-09-30,879,92,15,1,134
17268,17,2024-05-12,192,37,22,45,124
17269,76,2024-05-15,7,91,100,16,33
17270,17,2024-03-04,186,65,127,21,124
17271,5,2024-02-01,229,18,35,19,52
17272,13,2024-08-09,337,92,89,9,101
17273,55,2024-11-28,516,153,139,22,190
17274,76,2024-03-07,452,149,123,4,15
17275,24,2024-11-12,150,23,140,35,130
17276,72,2024-11-30,642,195,98,42,127
17277,15,2024-10-21,625,71,4,50,151
17278,85,2024-11-23,49,2,85,18,182
17279,36,2024-06-24,371,54,135,41,57
17280,93,2024-05-29,541,136,31,39,49
17281,69,2024-06-22,608,42,96,28,9
17282,95,2024-02-18,205,46,150,42,198
17283,31,2024-05-16,130,122,93,14,176
17284,8,2024-02-18,753,126,137,5,106
17285,56,2023-12-26,503,196,112,5,148
17286,25,2024-08-24,980,6,22,38,113
17287,60,2024-02-17,125,128,66,36,180
17288,78,2024-02-26,931,113,14,16,98
17289,52,2024-01-01,111,156,78,6,160
17290,13,2024-05-03,752,198,89,39,124
17291,38,2024-07-07,545,190,56,19,30
17292,77,2024-08-30,0,187,39,45,135
17293,98,2024-04-15,257,142,127,18,32
17294,89,2024-07-09,379,139,124,41,173
17295,63,2024-02-29,939,84,32,4,53
17296,61,2024-03-02,30,10,101,22,178
17297,85,2024-03-03,728,15,139,32,124
17298,36,2024-09-21,993,9,89,24,23
17299,28,2024-05-06,354,92,73,14,107
17300,68,2024-03-17,453,2,143,17,182
17301,20,2024-07-06,654,108,90,24,109
17302,26,2024-02-03,766,45,71,20,97
17303,54,2024-08-19,823,191,123,44,153
17304,63,2024-03-25,440,196,48,20,175
17305,18,2024-10-28,986,111,91,32,102
17306,65,2024-03-21,559,156,10,45,166
17307,99,2024-10-08,209,4,36,39,83
17308,88,2024-11-17,805,77,103,18,193
17309,61,2024-06-21,137,156,37,10,83
17310,41,2024-06-08,898,136,23,1,46
17311,11,2024-11-12,271,31,91,39,60
17312,47,2024-06-06,886,139,42,3,137
17313,54,2024-07-11,898,173,52,31,59
17314,77,2024-05-03,42,39,99,1,21
17315,68,2024-08-08,416,180,17,30,59
17316,38,2024-01-12,890,85,75,11,48
17317,18,2024-09-08,176,11,126,1,62
17318,20,2024-05-02,85,16,134,2,99
17319,8,2024-09-25,10,128,27,31,60
17320,70,2024-09-06,171,193,40,22,64
17321,52,2024-07-01,263,196,100,23,87
17322,71,2024-05-26,367,42,37,18,29
17323,50,2024-02-06,255,94,20,31,109
17324,13,2024-10-10,172,174,87,36,94
17325,86,2024-05-14,391,112,124,2,141
17326,4,2024-08-29,453,108,52,41,177
17327,97,2024-08-22,137,118,117,39,196
17328,27,2024-07-24,573,105,24,15,116
17329,36,2023-12-23,985,194,93,30,131
17330,69,2024-11-19,272,149,126,22,174
17331,78,2024-06-03,394,85,102,15,138
17332,97,2024-08-22,606,119,114,25,149
17333,64,2024-03-17,381,11,140,15,81
17334,99,2024-12-17,798,118,105,3,169
17335,15,2024-09-07,871,168,64,34,20
17336,34,2024-03-19,483,119,40,36,100
17337,83,2024-02-17,874,37,102,27,154
17338,22,2024-07-24,157,198,52,22,160
17339,10,2024-05-02,169,64,91,20,27
17340,61,2024-10-21,740,64,145,21,198
17341,68,2024-08-07,184,200,42,0,65
17342,42,2024-09-20,582,22,141,26,59
17343,77,2024-05-16,21,179,132,33,32
17344,62,2024-09-16,210,25,132,49,70
17345,77,2024-12-10,665,187,20,50,182
17346,1,2024-04-15,629,79,81,16,34
17347,91,2024-04-12,261,46,109,19,127
17348,27,2024-06-13,729,45,93,45,71
17349,7,2024-04-22,766,123,7,42,194
17350,78,2024-02-10,478,189,84,20,133
17351,33,2024-10-19,766,128,56,49,54
17352,90,2024-07-31,415,125,129,16,24
17353,50,2024-03-24,649,44,19,1,130
17354,71,2024-02-22,8,94,7,20,143
17355,16,2024-03-18,598,152,86,23,65
17356,31,2024-11-30,424,31,148,27,27
17357,16,2024-07-23,485,2,23,18,187
17358,16,2024-11-24,704,44,40,22,147
17359,30,2024-02-24,428,88,22,49,18
17360,5,2024-04-28,102,119,56,10,171
17361,56,2024-06-15,512,88,35,31,147
17362,78,2023-12-28,231,19,30,44,170
17363,45,2024-07-14,733,121,76,7,28
17364,38,2024-11-02,188,105,74,7,73
17365,43,2024-09-15,857,162,19,46,25
17366,51,2024-09-25,464,107,1,8,23
17367,60,2024-07-17,106,146,144,29,91
17368,94,2023-12-22,500,195,14,24,100
17369,30,2024-04-23,871,194,12,9,21
17370,3,2024-11-21,97,110,73,5,143
17371,92,2023-12-28,627,191,57,44,174
17372,98,2024-01-02,549,172,67,45,140
17373,26,2024-03-02,593,162,47,48,93
17374,24,2024-06-24,728,76,89,16,29
17375,12,2024-03-15,91,77,34,3,145
17376,27,2024-10-05,271,199,71,34,179
17377,25,2024-06-18,63,70,107,42,117
17378,28,2024-04-16,168,123,105,42,30
17379,17,2024-05-30,154,17,98,26,69
17380,78,2024-06-30,88,80,148,4,136
17381,84,2024-10-22,778,99,34,48,78
17382,66,2024-11-06,757,141,66,7,142
17383,7,2024-08-13,229,115,114,15,140
17384,85,2024-01-18,877,96,15,18,49
17385,42,2024-06-21,986,153,106,13,134
17386,11,2024-08-01,846,80,120,6,77
17387,10,2024-08-09,157,68,146,2,16
17388,19,2024-03-27,583,103,101,21,175
17389,33,2024-04-15,787,22,120,22,138
17390,9,2024-03-24,133,148,87,40,45
17391,19,2024-07-08,170,156,81,35,190
17392,62,2024-09-20,367,144,64,6,110
17393,17,2024-02-18,299,129,88,35,108
17394,3,2024-10-15,924,126,66,38,183
17395,34,2024-07-24,371,200,49,4,176
17396,53,2024-07-08,236,91,47,28,21
17397,43,2024-09-22,437,157,103,15,107
17398,70,2024-08-03,82,132,52,47,151
17399,29,2024-05-22,421,7,13,46,167
17400,53,2024-05-15,585,111,31,38,159
17401,44,2024-01-22,7,65,85,45,138
17402,81,2023-12-27,746,144,113,12,20
17403,75,2024-08-14,907,184,42,6,87
17404,99,2024-02-25,330,172,81,35,50
17405,93,2024-10-30,450,135,119,41,91
17406,63,2024-09-29,218,195,70,29,161
17407,35,2024-09-17,87,124,26,38,66
17408,57,2024-10-21,78,174,142,12,9
17409,39,2024-06-02,652,103,112,0,105
17410,43,2024-06-24,939,156,47,28,14
17411,97,2024-01-06,129,89,133,8,17
17412,45,2024-05-16,946,40,116,28,181
17413,34,2024-10-29,998,148,79,2,177
17414,44,2024-10-25,909,158,15,26,60
17415,70,2024-10-08,250,158,52,29,28
17416,77,2024-06-18,40,81,43,24,35
17417,63,2024-11-02,404,200,28,12,17
17418,47,2023-12-29,431,101,97,44,2
17419,6,2024-06-27,477,172,44,30,81
17420,89,2024-11-14,722,66,106,19,112
17421,1,2024-08-01,327,138,30,39,48
17422,51,2024-04-20,938,41,128,16,97
17423,28,2024-06-22,803,156,92,48,33
17424,27,2024-11-12,333,2,93,19,118
17425,41,2024-12-02,396,5,25,8,34
17426,75,2024-09-29,204,34,43,38,10
17427,71,2024-10-31,261,72,145,4,170
17428,43,2024-02-27,416,118,44,34,52
17429,23,2024-06-18,264,110,7,4,41
17430,48,2024-07-11,970,99,97,25,192
17431,16,2024-02-02,981,85,95,16,55
17432,70,2024-01-13,225,141,131,3,102
17433,11,2024-03-29,955,31,112,42,87
17434,74,2024-05-12,635,41,73,46,169
17435,81,2024-09-08,302,163,35,37,166
17436,48,2024-01-07,451,192,45,11,187
17437,95,2024-07-22,265,23,119,2,170
17438,42,2024-06-26,66,40,37,20,110
17439,5,2024-01-24,183,76,43,31,29
17440,3,2024-11-23,111,88,110,16,92
17441,1,2024-10-25,179,102,61,39,76
17442,83,2024-01-04,33,82,91,31,36
17443,53,2024-03-29,28,144,63,38,63
17444,80,2024-07-19,449,12,52,13,27
17445,71,2024-08-08,161,90,103,38,29
17446,29,2024-09-11,960,181,113,45,148
17447,71,2024-08-23,234,94,26,50,175
17448,17,2024-01-07,175,21,42,3,158
17449,79,2024-09-16,64,121,38,3,28
17450,42,2024-03-18,403,8,42,22,168
17451,46,2024-07-26,25,194,41,19,36
17452,21,2024-04-04,558,118,63,9,108
17453,21,2024-03-31,64,151,93,42,162
17454,10,2024-05-30,407,108,125,26,67
17455,65,2024-11-27,683,112,84,35,198
17456,82,2024-11-29,152,116,140,4,92
17457,21,2024-09-14,342,20,22,5,132
17458,69,2024-07-30,557,199,79,15,164
17459,20,2024-03-07,45,138,135,4,169
17460,76,2024-08-02,330,165,7,50,38
17461,50,2024-03-05,539,28,86,10,23
17462,79,2024-01-17,280,1,1,38,177
17463,11,2024-01-24,361,16,138,50,35
17464,13,2024-09-09,823,180,65,8,181
17465,46,2023-12-26,854,114,22,5,57
17466,86,2024-04-17,744,57,51,14,96
17467,72,2024-05-16,307,166,53,2,42
17468,27,2024-01-03,342,17,44,38,186
17469,96,2024-07-03,14,53,142,29,77
17470,9,2024-11-10,795,43,78,28,151
17471,95,2024-03-19,364,107,82,31,47
17472,84,2024-11-22,215,65,39,13,72
17473,58,2024-06-23,774,177,70,9,101
17474,11,2024-01-22,517,3,90,33,71
17475,16,2024-02-09,723,56,121,44,105
17476,19,2024-08-11,780,20,14,26,143
17477,55,2024-02-23,329,14,143,30,48
17478,3,2024-10-07,168,72,125,37,144
17479,98,2024-02-22,263,92,32,11,161
17480,40,2024-03-24,526,9,143,46,54
17481,35,2024-09-18,699,33,37,13,30
17482,30,2024-11-05,22,144,77,39,39
17483,21,2024-06-17,5,42,43,12,173
17484,21,2024-06-08,909,53,3,6,190
17485,77,2023-12-25,362,170,116,32,143
17486,40,2024-10-15,300,99,28,12,102
17487,48,2024-07-28,285,103,43,9,12
17488,45,2024-03-10,868,48,88,2,167
17489,36,2024-09-22,806,93,83,11,46
17490,38,2024-08-31,260,44,46,24,2
17491,51,2024-06-24,226,195,54,33,126
17492,31,2024-08-29,119,150,65,33,184
17493,20,2024-05-20,159,29,130,31,95
17494,25,2024-01-06,185,46,41,38,183
17495,71,2024-02-18,589,147,31,43,41
17496,93,2024-05-09,197,43,50,16,67
17497,9,2024-02-20,267,68,134,13,104
17498,60,2024-10-02,143,12,57,3,91
17499,79,2024-04-08,994,11,82,6,177
17500,48,2024-07-22,235,6,54,1,3
17501,90,2024-09-29,808,53,29,8,85
17502,68,2024-11-24,172,64,119,38,188
17503,54,2024-05-01,47,198,119,12,56
17504,98,2024-07-18,102,61,79,21,121
17505,30,2024-05-26,311,177,131,42,158
17506,29,2024-12-13,50,76,107,41,150
17507,93,2024-11-20,343,134,75,6,154
17508,82,2024-09-06,810,85,78,7,168
17509,44,2024-09-02,127,66,136,0,50
17510,47,2024-04-12,243,33,16,5,193
17511,91,2024-04-13,500,69,102,7,80
17512,73,2024-10-20,128,10,133,39,146
17513,46,2024-07-18,576,37,58,43,114
17514,54,2024-07-23,359,156,34,8,49
17515,93,2023-12-20,76,184,143,0,189
17516,25,2024-09-01,835,187,73,46,112
17517,21,2024-01-02,956,110,11,7,75
17518,18,2024-06-11,451,82,109,31,14
17519,40,2024-07-11,969,194,89,49,120
17520,42,2024-07-15,932,27,31,3,161
17521,14,2024-11-19,718,141,103,20,117
17522,50,2024-03-25,652,23,24,7,149
17523,36,2024-03-04,167,190,114,0,131
17524,74,2024-08-13,119,134,45,31,96
17525,17,2024-10-29,445,36,55,0,44
17526,49,2024-10-07,701,147,95,2,179
17527,17,2024-08-02,128,193,95,30,200
17528,88,2024-05-29,229,109,82,10,25
17529,66,2024-09-27,538,8,68,45,41
17530,61,2024-05-20,627,92,19,10,39
17531,4,2024-06-30,964,104,41,30,111
17532,86,2024-05-23,954,154,66,11,111
17533,6,2024-04-10,59,145,107,38,188
17534,16,2024-01-30,651,77,65,46,48
17535,19,2024-06-25,647,157,63,16,53
17536,28,2024-05-21,799,94,13,1,6
17537,74,2024-11-12,561,23,42,8,9
17538,37,2024-03-06,0,42,130,0,165
17539,47,2024-03-31,166,72,27,23,36
17540,9,2024-05-21,289,67,19,38,109
17541,48,2024-10-28,345,30,146,10,32
17542,87,2024-07-04,463,19,25,25,164
17543,36,2024-01-11,698,144,52,15,176
17544,74,2024-09-06,267,104,18,18,167
17545,75,2024-02-02,635,100,54,21,0
17546,92,2024-11-15,590,80,91,21,78
17547,94,2023-12-29,595,137,109,19,147
17548,5,2024-10-20,740,18,20,49,150
17549,16,2024-05-17,386,92,75,15,75
17550,39,2024-09-13,168,40,47,5,51
17551,33,2024-02-13,920,101,87,3,120
17552,19,2024-02-02,542,109,62,24,50
17553,100,2024-10-06,830,7,56,32,103
17554,43,2024-05-03,228,39,95,1,93
17555,18,2024-06-19,563,64,149,49,145
17556,63,2024-07-26,388,119,83,25,62
17557,62,2024-03-08,68,120,17,9,97
17558,98,2023-12-18,590,80,12,49,31
17559,49,2024-07-21,821,51,13,30,112
17560,22,2024-07-09,727,31,134,12,72
17561,87,2024-11-01,969,81,23,42,164
17562,92,2024-09-07,408,102,34,19,96
17563,24,2024-06-20,566,101,102,42,56
17564,20,2024-07-13,117,171,49,25,186
17565,51,2024-09-24,699,3,23,11,6
17566,99,2024-09-11,830,180,147,45,8
17567,75,2024-09-20,440,2,32,7,120
17568,84,2024-08-16,298,194,114,17,45
17569,11,2024-02-08,29,100,54,28,166
17570,74,2024-07-03,386,71,124,8,47
17571,12,2024-03-03,667,182,78,0,105
17572,1,2024-06-24,146,107,8,45,164
17573,15,2024-10-05,293,18,127,9,157
17574,82,2024-09-04,811,187,125,31,4
17575,38,2024-09-11,458,17,27,33,193
17576,88,2024-04-07,700,137,125,28,59
17577,32,2024-06-29,313,183,119,12,1
17578,36,2024-03-29,266,168,34,17,122
17579,42,2024-02-05,529,144,137,7,153
17580,99,2024-06-24,689,100,41,9,111
17581,69,2024-07-28,760,163,23,2,88
17582,10,2024-02-18,378,175,136,1,103
17583,53,2024-08-24,36,33,64,6,200
17584,99,2024-01-30,521,50,2,26,129
17585,54,2024-09-07,460,74,101,4,22
17586,40,2024-05-24,462,96,122,17,43
17587,21,2024-09-16,775,43,113,26,95
17588,57,2024-12-17,833,153,126,41,155
17589,80,2024-05-19,684,125,41,42,125
17590,39,2024-02-09,901,163,7,39,83
17591,68,2024-03-18,296,121,42,2,82
17592,53,2024-06-24,62,141,35,24,15
17593,63,2024-11-03,153,189,33,21,158
17594,51,2024-11-03,459,187,96,10,173
17595,17,2024-01-11,528,26,101,49,102
17596,38,2024-11-08,662,6,89,43,23
17597,29,2024-06-09,797,153,119,11,98
17598,98,2024-11-17,508,34,35,3,54
17599,89,2024-05-25,446,48,83,49,147
17600,83,2024-08-24,654,124,31,20,24
17601,25,2024-10-21,689,133,81,50,142
17602,27,2024-07-02,172,26,83,46,109
17603,45,2024-07-28,294,60,117,16,175
17604,22,2024-08-16,634,93,39,30,100
17605,62,2024-09-19,740,113,132,29,84
17606,5,2024-04-20,354,51,145,38,0
17607,81,2024-03-15,460,33,34,45,95
17608,29,2024-11-29,154,184,2,13,10
17609,64,2024-05-29,359,3,72,17,32
17610,66,2024-01-19,958,112,32,21,88
17611,11,2024-11-23,459,127,138,23,102
17612,17,2024-05-08,789,103,95,18,88
17613,28,2024-01-13,365,107,129,50,198
17614,28,2024-11-06,391,54,21,1,77
17615,32,2024-12-09,89,96,3,48,53
17616,10,2024-09-17,949,194,7,14,83
17617,25,2024-02-09,536,4,62,4,62
17618,84,2024-11-24,842,21,139,30,196
17619,63,2024-09-17,496,23,25,30,13
17620,88,2024-12-10,176,182,51,29,169
17621,8,2024-12-10,296,115,9,7,64
17622,89,2024-09-28,386,25,58,15,22
17623,98,2024-01-08,886,66,25,19,186
17624,36,2024-04-09,747,44,97,21,44
17625,39,2024-02-29,299,54,110,5,7
17626,5,2024-09-23,811,21,106,41,152
17627,42,2024-05-11,9,116,64,30,22
17628,57,2024-02-16,12,194,4,12,198
17629,11,2024-12-08,21,111,62,17,38
17630,63,2024-04-26,837,75,89,29,155
17631,57,2024-06-02,170,26,65,16,12
17632,37,2024-12-10,686,61,147,0,25
17633,96,2024-01-25,124,109,129,20,190
17634,74,2024-10-04,224,141,138,29,73
17635,61,2023-12-26,317,25,33,14,160
17636,19,2024-01-09,270,52,147,5,9
17637,77,2024-11-30,994,87,7,11,7
17638,23,2024-03-02,122,133,132,41,19
17639,91,2024-10-12,793,49,99,1,131
17640,52,2024-09-16,100,22,123,3,16
17641,72,2024-11-05,100,18,84,5,33
17642,43,2024-03-16,975,103,103,14,50
17643,85,2024-11-16,662,191,57,41,15
17644,62,2024-01-13,622,179,130,37,141
17645,33,2024-07-10,242,106,76,18,120
17646,76,2024-08-03,541,126,19,16,68
17647,62,2024-01-12,288,152,114,7,183
17648,10,2024-10-19,989,35,95,10,70
17649,73,2024-05-24,589,21,24,15,162
17650,51,2024-02-11,487,138,109,12,2
17651,92,2024-04-24,306,34,133,31,164
17652,48,2024-08-12,10,40,44,49,142
17653,33,2024-09-19,373,159,114,50,127
17654,12,2024-09-10,963,116,110,11,134
17655,48,2024-08-10,512,183,56,41,197
17656,80,2024-02-08,427,156,129,0,81
17657,15,2024-07-20,567,178,114,12,108
17658,94,2024-04-12,304,75,84,4,172
17659,88,2024-12-06,901,196,31,36,21
17660,28,2024-11-10,170,15,130,2,121
17661,88,2024-04-15,754,93,30,39,185
17662,58,2024-10-23,156,156,9,32,145
17663,67,2024-06-27,452,115,61,37,109
17664,71,2023-12-31,712,45,146,21,196
17665,42,2024-08-01,713,149,113,13,43
17666,81,2024-08-21,892,132,147,35,38
17667,37,2024-07-18,632,97,5,31,134
17668,66,2024-03-29,144,139,121,47,16
17669,78,2024-04-10,102,30,146,32,152
17670,10,2024-07-03,275,70,24,11,123
17671,92,2024-06-04,437,34,124,1,175
17672,90,2024-06-13,450,119,49,33,123
17673,75,2024-05-21,915,185,27,40,160
17674,43,2024-11-27,90,155,3,45,178
17675,55,2024-08-31,698,71,55,21,146
17676,1,2024-07-16,217,145,40,11,23
17677,95,2023-12-21,187,148,150,23,126
17678,86,2024-03-13,45,49,118,42,153
17679,63,2023-12-30,455,19,83,50,104
17680,25,2024-10-30,534,9,47,45,46
17681,9,2024-09-30,815,180,32,23,14
17682,62,2024-02-22,386,197,16,26,144
17683,9,2024-07-23,960,34,3,6,66
17684,28,2024-03-07,875,117,58,29,48
17685,84,2024-01-16,931,52,70,23,103
17686,85,2023-12-21,298,108,81,31,173
17687,50,2024-10-08,605,101,95,48,41
17688,78,2024-05-11,306,27,122,30,128
17689,39,2024-01-06,628,130,95,23,65
17690,62,2024-07-16,48,106,34,23,197
17691,1,2024-12-17,239,78,55,32,102
17692,1,2024-07-09,254,73,73,40,32
17693,80,2024-10-16,818,79,92,24,78
17694,35,2024-03-23,658,164,2,29,22
17695,41,2024-04-16,300,107,59,8,111
17696,27,2024-09-11,303,175,112,21,139
17697,66,2024-01-31,477,117,5,42,70
17698,40,2024-03-17,646,153,2,41,35
17699,72,2024-06-13,972,108,11,32,112
17700,16,2024-07-23,468,183,150,44,102
17701,95,2024-11-27,251,158,73,7,89
17702,32,2024-12-01,723,62,108,31,175
17703,1,2024-06-18,362,26,10,24,161
17704,15,2024-01-24,4,31,113,32,62
17705,37,2024-03-26,737,39,101,34,134
17706,53,2024-06-20,922,189,150,28,1
17707,88,2024-02-29,833,17,123,35,26
17708,4,2024-05-04,510,190,137,49,124
17709,44,2024-10-15,494,75,128,29,14
17710,12,2024-05-20,761,143,31,50,179
17711,71,2024-04-10,963,65,55,43,78
17712,95,2023-12-19,502,86,96,25,80
17713,78,2024-10-11,775,63,113,38,29
17714,29,2024-07-19,905,2,129,37,8
17715,30,2024-03-02,405,133,6,44,48
17716,92,2024-06-19,141,72,17,17,127
17717,85,2024-03-30,215,165,109,8,170
17718,18,2024-03-05,428,109,73,3,108
17719,85,2024-02-21,785,182,108,0,160
17720,34,2024-03-19,210,172,19,15,46
17721,49,2024-06-27,27,79,122,46,143
17722,71,2024-05-18,534,105,93,15,168
17723,43,2024-08-12,92,91,45,8,31
17724,19,2024-10-29,157,2,38,31,6
17725,95,2024-05-31,407,46,119,10,117
17726,6,2024-01-22,222,26,37,35,192
17727,40,2024-02-02,856,192,40,48,115
17728,26,2024-05-18,893,67,141,19,7
17729,34,2024-08-18,425,48,65,0,189
17730,25,2024-09-12,771,165,16,9,35
17731,12,2024-02-27,538,53,144,19,125
17732,90,2024-03-08,337,75,111,47,91
17733,83,2024-02-24,42,198,98,4,77
17734,12,2024-02-12,748,186,14,17,163
17735,49,2024-05-25,204,69,123,20,135
17736,51,2024-07-12,692,74,69,37,68
17737,75,2024-10-22,776,135,147,25,191
17738,34,2024-03-19,568,177,47,10,131
17739,76,2024-02-04,268,108,38,18,13
17740,100,2024-09-14,409,151,84,39,112
17741,99,2024-07-22,135,121,67,20,169
17742,48,2024-10-01,33,66,133,11,18
17743,35,2024-02-24,800,95,36,27,186
17744,84,2024-08-06,261,172,149,14,190
17745,46,2024-05-12,852,26,39,32,45
17746,45,2024-06-29,389,93,146,13,103
17747,68,2024-12-15,334,95,1,27,31
17748,17,2024-04-08,867,43,130,19,21
17749,29,2024-01-17,752,46,141,0,52
17750,90,2024-09-29,903,176,72,10,106
17751,8,2024-03-20,341,105,70,3,112
17752,49,2024-05-22,788,3,98,34,105
17753,84,2024-08-18,474,161,52,29,159
17754,19,2024-12-01,426,163,91,2,101
17755,68,2024-10-27,598,156,149,4,140
17756,54,2024-10-11,473,2,149,33,125
17757,76,2024-09-12,122,179,59,19,133
17758,5,2024-12-14,685,45,39,24,123
17759,10,2024-03-31,507,64,83,34,29
17760,23,2024-04-03,718,1,97,12,56
17761,25,2024-04-10,907,128,62,26,69
17762,50,2024-07-27,940,152,56,45,117
17763,73,2024-07-25,853,103,43,12,14
17764,38,2024-03-06,468,163,46,12,120
17765,62,2024-05-27,318,198,87,35,148
17766,74,2024-08-19,752,77,56,31,21
17767,92,2024-08-23,348,95,95,40,33
17768,40,2024-06-15,296,117,29,38,14
17769,40,2024-07-19,417,17,27,21,72
17770,14,2024-06-18,554,106,18,41,53
17771,79,2024-09-01,621,157,57,48,24
17772,95,2024-10-08,139,8,40,6,114
17773,20,2024-10-25,69,55,92,9,146
17774,28,2024-07-24,102,147,42,23,131
17775,59,2024-03-23,675,200,138,41,4
17776,1,2024-07-25,565,159,66,33,45
17777,20,2024-06-17,782,6,106,14,131
17778,21,2024-10-01,798,22,117,37,167
17779,63,2024-01-19,831,6,46,6,200
17780,35,2024-11-03,480,129,15,40,129
17781,6,2024-08-12,825,177,111,17,90
17782,41,2024-04-01,791,78,131,18,11
17783,94,2024-08-19,770,170,70,7,50
17784,11,2024-06-18,29,25,39,5,119
17785,29,2024-06-03,845,50,17,31,149
17786,35,2024-03-24,744,36,150,2,97
17787,94,2024-03-12,243,195,126,40,146
17788,7,2024-04-25,769,33,81,22,159
17789,91,2024-03-24,663,11,114,8,5
17790,33,2024-04-09,973,6,71,10,181
17791,68,2024-11-23,37,175,134,44,129
17792,69,2023-12-26,247,28,118,2,97
17793,4,2024-12-13,194,104,24,31,48
17794,60,2024-07-31,630,95,95,11,48
17795,57,2024-10-23,814,141,82,9,97
17796,17,2024-09-27,317,117,113,36,21
17797,46,2024-06-21,548,179,28,22,164
17798,74,2024-12-17,35,184,138,34,125
17799,80,2024-03-24,882,190,76,39,183
17800,5,2024-06-26,149,61,77,10,181
17801,35,2024-03-10,592,30,31,41,173
17802,59,2024-04-06,293,86,29,37,173
17803,25,2024-01-10,39,185,115,6,29
17804,36,2024-08-30,922,161,9,15,109
17805,32,2024-01-31,500,146,4,45,88
17806,10,2024-08-15,752,140,124,9,64
17807,71,2024-02-02,681,112,26,9,169
17808,82,2024-09-25,937,55,36,41,196
17809,26,2024-04-04,182,57,135,17,14
17810,39,2024-08-24,578,181,49,20,71
17811,74,2024-01-13,572,189,31,38,51
17812,47,2024-06-02,163,59,7,44,72
17813,45,2024-02-24,898,49,129,39,72
17814,71,2024-11-18,41,170,86,26,155
17815,81,2024-06-25,356,119,93,29,88
17816,81,2024-04-16,903,31,118,41,71
17817,82,2024-04-14,18,64,125,46,144
